theta_deg,50,66,82,98,114,130,146,162,178,194,210,227,243,259,275,291,307,323,339,355,371,387,403,419,435,451,467,483,499,515,531,548,564,580,596,612,628,644,660,676,692,708,724,740,756,772,788,804,820,836
0.0,3.077405e-33,5.074059e-33,8.252296e-33,1.323860e-32,2.094872e-32,3.269795e-32,5.034204e-32,7.645185e-32,1.145227e-31,1.692159e-31,2.466244e-31,3.545484e-31,5.027579e-31,7.032107e-31,9.701844e-31,1.320275e-30,1.772209e-30,2.346416e-30,3.064313e-30,3.947285e-30,5.015334e-30,6.285444e-30,7.769725e-30,9.473439e-30,1.139307e-29,1.351462e-29,1.581231e-29,1.824796e-29,2.077110e-29,2.332008e-29,2.582406e-29,2.820605e-29,3.038660e-29,3.228819e-29,3.383966e-29,3.498072e-29,3.566576e-29,3.586691e-29,3.557592e-29,3.480472e-29,3.358460e-29,3.196411e-29,3.000585e-29,2.778247e-29,2.537220e-29,2.285433e-29,2.030500e-29,1.779356e-29,1.537974e-29,1.311180e-29
3.1,4.541810e-31,7.489718e-31,1.218297e-30,1.954756e-30,3.093731e-30,4.829736e-30,7.437287e-30,1.129680e-29,1.692566e-29,2.501408e-29,3.646458e-29,5.243303e-29,7.436776e-29,1.040422e-28,1.435748e-28,1.954294e-28,2.623873e-28,3.474849e-28,4.539076e-28,5.848388e-28,7.432591e-28,9.317041e-28,1.151988e-27,1.404908e-27,1.689959e-27,2.005077e-27,2.346445e-27,2.708399e-27,3.083441e-27,3.462405e-27,3.834753e-27,4.189024e-27,4.513387e-27,4.796289e-27,5.027128e-27,5.196916e-27,5.298851e-27,5.328780e-27,5.285472e-27,5.170705e-27,4.989146e-27,4.748034e-27,4.456701e-27,4.125973e-27,3.767505e-27,3.393106e-27,3.014106e-27,2.640822e-27,2.282132e-27,1.945206e-27
6.2,5.445866e-29,8.982337e-29,1.461395e-28,2.345317e-28,3.712710e-28,5.797432e-28,8.929666e-28,1.356716e-27,2.033276e-27,3.005777e-27,4.382977e-27,6.304239e-27,8.944293e-27,1.251723e-26,1.727895e-26,2.352733e-26,3.159889e-26,4.186137e-26,5.470102e-26,7.050432e-26,8.963388e-26,1.123990e-25,1.390222e-25,1.696033e-25,2.040847e-25,2.422197e-25,2.835492e-25,3.273892e-25,3.728326e-25,4.187684e-25,4.639183e-25,5.068897e-25,5.462445e-25,5.805771e-25,6.085967e-25,6.292084e-25,6.415837e-25,6.452162e-25,6.399559e-25,6.260198e-25,6.039767e-25,5.747086e-25,5.393524e-25,4.992259e-25,4.557470e-25,4.103511e-25,3.644143e-25,3.191879e-25,2.757477e-25,2.349605e-25
9.3,5.305902e-27,8.753756e-27,1.424597e-26,2.286924e-26,3.621377e-26,5.656630e-26,8.715725e-26,1.324679e-25,1.985996e-25,2.937015e-25,4.284432e-25,6.165074e-25,8.750652e-25,1.225175e-24,1.692038e-24,2.305018e-24,3.097343e-24,4.105374e-24,5.367382e-24,6.921751e-24,8.804616e-24,1.104695e-23,1.367127e-23,1.668806e-23,2.009226e-23,2.386013e-23,2.794686e-23,3.228522e-23,3.678569e-23,4.133829e-23,4.581610e-23,5.008060e-23,5.398845e-23,5.739928e-23,6.018406e-23,6.223318e-23,6.346364e-23,6.382468e-23,6.330128e-23,6.191518e-23,5.972342e-23,5.681436e-23,5.330179e-23,4.931745e-23,4.500289e-23,4.050112e-23,3.594902e-23,3.147073e-23,2.717268e-23,2.314036e-23
12.4,4.201269e-25,6.933690e-25,1.128808e-24,1.812790e-24,2.871755e-24,4.487659e-24,6.917750e-24,1.051919e-23,1.577875e-23,2.334718e-23,3.407753e-23,4.906511e-23,6.968634e-23,9.763196e-23,1.349289e-22,1.839437e-22,2.473608e-22,3.281265e-22,4.293524e-22,5.541743e-22,7.055630e-22,8.860908e-22,1.097663e-21,1.341228e-21,1.616486e-21,1.921624e-21,2.253112e-21,2.605577e-21,2.971799e-21,3.342843e-21,3.708343e-21,4.056923e-21,4.376760e-21,4.656233e-21,4.884621e-21,5.052795e-21,5.153826e-21,5.183470e-21,5.140468e-21,5.026641e-21,4.846753e-21,4.608178e-21,4.320390e-21,3.994332e-21,3.641715e-21,3.274333e-21,2.903414e-21,2.539093e-21,2.190006e-21,1.863036e-21
15.5,2.704101e-23,4.464813e-23,7.272255e-23,1.168481e-22,1.852090e-22,2.895952e-22,4.466947e-22,6.797060e-22,1.020289e-21,1.510840e-21,2.207025e-21,3.180468e-21,4.521379e-21,6.340858e-21,8.772506e-21,1.197290e-20,1.612041e-20,2.141188e-20,2.805669e-20,3.626771e-20,4.624924e-20,5.818168e-20,7.220372e-20,8.839262e-20,1.067441e-19,1.271534e-19,1.493993e-19,1.731341e-19,1.978807e-19,2.230391e-19,2.479039e-19,2.716921e-19,2.935816e-19,3.127575e-19,3.284620e-19,3.400458e-19,3.470138e-19,3.490616e-19,3.460985e-19,3.382545e-19,3.258706e-19,3.094728e-19,2.897342e-19,2.674272e-19,2.433727e-19,2.183897e-19,1.932502e-19,1.686429e-19,1.451466e-19,1.232149e-19
18.6,1.415138e-21,2.337973e-21,3.810538e-21,6.126920e-21,9.718738e-21,1.520871e-20,2.347971e-20,3.576140e-20,5.373552e-20,7.965950e-20,1.165059e-19,1.681116e-19,2.393280e-19,3.361573e-19,4.658569e-19,6.369896e-19,8.593916e-19,1.144031e-18,1.502729e-18,1.947720e-18,2.491030e-18,3.143674e-18,3.914679e-18,4.809967e-18,5.831144e-18,6.974301e-18,8.228909e-18,9.576974e-18,1.099257e-17,1.244195e-17,1.388428e-17,1.527314e-17,1.655879e-17,1.769103e-17,1.862251e-17,1.931212e-17,1.972822e-17,1.985123e-17,1.967521e-17,1.920847e-17,1.847278e-17,1.750164e-17,1.633751e-17,1.502859e-17,1.362533e-17,1.217723e-17,1.072997e-17,9.323319e-18,7.989739e-18,6.753749e-18
21.7,6.023419e-20,9.959311e-20,1.624623e-19,2.614679e-19,4.151768e-19,6.504339e-19,1.005394e-18,1.533349e-18,2.307422e-18,3.426147e-18,5.019859e-18,7.257706e-18,1.035495e-17,1.458004e-17,2.026074e-17,2.778842e-17,3.761946e-17,5.027233e-17,6.631929e-17,8.637097e-17,1.110525e-16,1.409703e-16,1.766678e-16,2.185716e-16,2.669270e-16,3.217279e-16,3.826449e-16,4.489583e-16,5.195086e-16,5.926729e-16,6.663803e-16,7.381755e-16,8.053343e-16,8.650273e-16,9.145230e-16,9.514062e-16,9.737906e-16,9.804933e-16,9.711499e-16,9.462505e-16,9.070930e-16,8.556595e-16,7.944337e-16,7.261861e-16,6.537539e-16,5.798415e-16,5.068609e-16,4.368230e-16,3.712810e-16,3.113213e-16
24.8,2.085997e-18,3.452688e-18,5.638758e-18,9.086628e-18,1.444865e-17,2.267099e-17,3.510335e-17,5.363889e-17,8.088842e-17,1.203911e-16,1.768624e-16,2.564759e-16,3.671731e-16,5.189894e-16,7.243781e-16,9.985102e-16,1.359516e-15,1.828622e-15,2.430138e-15,3.191194e-15,4.141162e-15,5.310623e-15,6.729758e-15,8.426062e-15,1.042128e-14,1.272763e-14,1.534346e-14,1.824869e-14,2.140071e-14,2.473145e-14,2.814647e-14,3.152695e-14,3.473496e-14,3.762225e-14,4.004171e-14,4.186054e-14,4.297334e-14,4.331314e-14,4.285877e-14,4.163729e-14,3.972099e-14,3.721965e-14,3.426905e-14,3.101784e-14,2.761433e-14,2.419515e-14,2.087683e-14,1.775081e-14,1.488183e-14,1.230915e-14
